atto_group,doc_type,category,subcategory,oggetto,numero_atto,data_atto,importo_max,importo_sum,cig,cup,beneficiario,accounting_relevant,missing_amount_expected,anomalie
Bando_8__5132_Manifestazione_Interesse_Ecosistemiella,Bando,Cultura e Turismo,Bando,"“Manifestazione di interesse – Partner ETS RUNTS – Bando Ecosistemi culturali al Sud Italia 2025 – Chiesa San Filippo Neri”. Comune di Avella (AV) Città D’Arte Servizio Turismo e Promozione del Territorio E Servizio Patrimonio ART. 12 – DOCUMENTAZIONE DA ALLEGARE (OBBLIGATORIA) I soggetti interessati dovranno allegare: 1) Domanda/Manifestazione di interesse (Allegato A) firmata dal legale rappresentante; 2) Atto costitutivo e Statuto; 3) Attestazione/visura iscrizione RUNTS; 4) Proposta progettuale di massima (utilizzo dello spazio, attività, gestione e sostenibilità); 5) Relazione sulle attività svolte negli ultimi 2 anni (con riferimenti a eventi/progetti realizzati); 6) Curriculum/portfolio dell’ente; 7) Copia documento d’identità del legale rappresentante; 8) Eventuali lettere di collaborazione/reti/partnership (facoltative). ART. 13 – RESPONSABILE DEL PROCEDIMENTO Responsabile del procedimento: Andrea VITALE (Responsabile Servizio Turismo e Promozione del Territorio), ART. 14 – TRATTAMENTO DEI DATI PERSONALI Ai sensi del Regolamento (UE) 2016/679 (GDPR) e della normativa vigente, i dati personali saranno trattati esclusivamente per le finalità connesse alla presente procedura. ART. 15 – PUBBLICAZIONE Il presente Avviso è pubblicato all’Albo Pretorio on-line del Comune di Avella e sul sito istituzionale dell’Ente, nella sezione “Avvisi / Bandi / Amministrazione Trasparente”.",,,,0.0,,,,False,False,
Bando_8__5132_allegato_B,Bando,Regolamenti,Bando,,,,,0.0,,,,True,True,
Bando_8__5132_allegato_a_manifestazione,Bando,Regolamenti,Bando,,,,,0.0,,,,False,False,
Bando_8__5168_DeterminaGenerica_Copia_74_2026,Determinazione,Cultura e Turismo,Bando,Bando “ECOSISTEMI CULTURALI AL SUD ITALIA 2025” Fondazione CDP. Deliberazione di Giunta Comunale n. 8 del 22/01/2026 (atto di indirizzo). Presa d’atto della definizione dell’Avviso pubblico di Manifestazione di interesse per l’individuazione di un Ente del Terzo Settore (ETS) iscritto al RUNTS quale soggetto proponente/capofila e partner del Comune di Avella per la riqualificazione e valorizzazione della Chiesa di San Filippo Neri (“Chiesetta dell’Orfanotrofio”).,3.0,30/01/2026,,0.0,,,,True,True,
Bando___Vai,Bando,Regolamenti,Bando,"BUONI LIBRO A.S. 2025/2026 – Scadenza domanda 26/09/2025. l sottoscritt nat a prov. il residente nel Comune di alla via n. telefono/cellulare , C.F. : nella sua qualità di: - genitore - esercente la patria potestà - studente maggiorenne C H I E D E l’assegnazione del BUONO libro A.S. 2025/2026 per: (DATI ALUNNO) Cognome e Nome _________________________________________________________________ Luogo e data di nascita _____________________________________________________________ Scuola e Classe __________________________________________________________________ Ai fini della presente domanda, consapevole che sui dati dichiarati potranno essere effettuati controlli ai sensi dell’Art.71 del DPR 445/2000, consapevole delle responsabilità penali e delle sanzioni cui posso andare incontro in caso di non veridicità del contenuto della presente dichiarazione, di dichiarazione mendace o di formazione di atti falsi, ai sensi degli Artt.75 e 76 del DPR 445/2000, sotto la propria responsabilità D I C H I A R A di avere un ISEE in corso di validità ai sensi del DPCM del valore di € ___________________ di essere a conoscenza dei seguenti motivi di esclusione: Alunno ripetente Omessa sottoscrizione dell’istanza Documento di riconoscimento non allegato Certificato ISEE non allegato Mancata dichiarazione (all. B in caso di ISEE pari a zero) Valore ISEE superiore ad € 13.300,00 ISEE difforme Allega alla presente, a pena di esclusione, la seguente documentazione: o Copia di un valido documento di ...",61.0,08/09/2025,13300.0,82432.02,,,,True,False,
Delibera_105__Vai,Delibera,Lavori Pubblici,,PROGETTO COMPLETAMENTO EX CASA COMUNALE –,222.0,27/06/2025,920939.4,4604697.0,,J24J25000320002,,True,False,
Delibera_107__Vai,Delibera,Regolamenti,,Comunicazione della,29.0,23/09/2025,,0.0,,,,False,False,
Delibera_10__5340_AttestazionePubblicazione,AttestazionePubblicazione,Pubblicazione e Trasparenza,,SOSTITUZIONE DI UN MEMBRO DI MAGGIORANZA DELLA PRIMA COMMISSIONE CONSILIARE PERMANENTE E DI UN MEMBRO DI MAGGIORANZA DELLA TERZA COMMISSIONE CONSILIARE PERMANENTE. PROVVEDIMENTI.,10.0,03/03/2026,,0.0,,,,False,False,
Delibera_10__5340_DeliberadiConsiglio_Copia_10_2026,Delibera,Cultura e Turismo,,"SOSTITUZIONE DI UN MEMBRO DI MAGGIORANZA DELLA PRIMA COMMISSIONE CONSILIARE PERMANENTE E DI UN MEMBRO DI MAGGIORANZA DELLA TERZA COMMISSIONE CONSILIARE PERMANENTE. PROVVEDIMENTI. Nominativo Ruolo Presente Assente Da remoto BIANCARDI VINCENZO SINDACO Presente ALAIA ANNA VICE SINDACO Presente BIANCARDI DOMENICO CONSIGLIERE Presente BIANCARDI GIOVANNI CONSIGLIERE Presente CARUSO ANTONIA CONSIGLIERE Assente BIANCARDI LUIGI CONSIGLIERE Presente LONGOBARDI NICOLETTA PRESIDENTE DEL CONSIGLIO Presente CERBONE SANTINA CONSIGLIERE Presente D'AVANZO MARIA ROSARIA CONSIGLIERE Presente CACACE CHIARA CONSIGLIERE Presente MAIETTA FATIMA CONSIGLIERE Presente X Pellegrino Vittoria CONSIGLIERE Presente SALAPETE MICHELE CONSIGLIERE Presente Tot. 12 Tot. 1 COPIA Piazza Municipio n. 1, C.A.P: 83021 - Avella (AV); P. IVA 00248800641; Tel/Fax 081.8259343; PEC: comune.avella@cert.irpinianet.eu; http://www.comune.avella.av.it.",,,,0.0,,,,True,True,
Delibera_113__Vai,Delibera,Regolamenti,,"ART. 175, COMMA 4, DEL D.LGS. 267/2000",30.0,23/09/2025,,0.0,,,,True,True,
Delibera_1182011__5485_AttestazionePubblicazione,AttestazionePubblicazione,Contabilità,,"RIACCERTAMENTO ORDINARIO DEI RESIDUI ATTIVI E PASSIVI AL 31/12/2025 AI SENSI DELL'ART.3, COMMA 4, DEL PRINCIPIO CONTABILE APPLICATO ALLEGATO 4/2 PUNTO 9.1 DEL D.Lgs. N.118/2011, PROPEDEUTICO ALLA PREDISPOSIZIONE DEL RENDICONTO DI GESTIONE DELL'ESERCIZIO 2025",49.0,09/04/2026,,0.0,,,,False,False,
Delibera_1182011__5485_DeliberadiGiunta_Copia_49_2026,Delibera,Contabilità,Nomina,"RIACCERTAMENTO ORDINARIO DEI RESIDUI ATTIVI E PASSIVI AL 31/12/2025 AI SENSI DELL'ART.3, COMMA 4, DEL PRINCIPIO CONTABILE APPLICATO ALLEGATO 4/2 PUNTO 9.1 DEL D.Lgs. N.118/2011, PROPEDEUTICO ALLA PREDISPOSIZIONE DEL RENDICONTO DI GESTIONE DELL'ESERCIZIO 2025 Nominativo Ruolo Presente Assente Da remoto BIANCARDI VINCENZO SINDACO Presente ALAIA ANNA VICESINDACO Presente BIANCARDI LUIGI ASSESSORE Assente BIANCARDI GIOVANNI ASSESSORE Assente CERBONE SANTINA ASSESSORE Presente Tot. 3 Tot. 2 COPIA Piazza Municipio n. 1, C.A.P: 83021 - Avella (AV); P. IVA 00248800641; Tel/Fax 081.8259343; PEC: comune.avella@cert.irpinianet.eu; http://www.comune.avella.av.it.",3872.0,31/03/2026,,0.0,,,,True,True,
Delibera_1182011__5485_Stampa_elenco_analitico_residui_att4160,Elenco,Contabilità,Liquidazione,,262.0,16/12/2022,,0.0,,,,False,False,
Delibera_1182011__5485_Stampa_elenco_analitico_residui_pas4139,Elenco,Contabilità,Liquidazione,,229.0,29/04/2025,600000.0,1391958.0,Z98312CD68,J22E24000190004,,False,False,
Delibera_1182011__5485_Stampa_elenco_analitico_rettifiche_4140,Elenco,Contabilità,Liquidazione,,,,,0.0,,J24H23000140001,,False,False,
Delibera_1182011__5485_Stampa_elenco_analitico_rettifiche_4159,Elenco,Contabilità,,,,,37420.75,37420.75,,,,False,False,
Delibera_1182011__5485_Stampa_elenco_analitico_rettifiche_4170,Elenco,Contabilità,,,,,,0.0,,,,False,False,
Delibera_1182011__5485_Stampa_elenco_analitico_rettifiche_4185,Elenco,Contabilità,Liquidazione,,,,,0.0,,,,False,False,
Delibera_1182011__5485_parere_revisore,Delibera,Contabilità,Nomina,Parere sul riaccertamento ordinario dei residui al 31.12.2025 Ricevuto la proposta di,4.0,31/03/2026,13655233.06,11923398.45,,,,True,False,
Delibera_11__5151_AttestazionePubblicazione,AttestazionePubblicazione,Pubblicazione e Trasparenza,,"UTILIZZO MEDIANTE SCAVALCO CONDIVISO (12 ORE) E SCAVALCO DI ECCEDENZA (6 ORE) DEL DIPENDENTE ISTRUTTORE DIRETTIVO DI VIGILANZA, DOTT. FRANCESCO TAVASSO IN FORZA AL COMUNE DI BAIANO. PROVVEDIMENTI.",11.0,27/01/2026,,0.0,,,,False,False,
Delibera_11__5151_DeliberadiGiunta_Copia_11_2026,Delibera,Contenzioso,Concorso,"UTILIZZO MEDIANTE SCAVALCO CONDIVISO (12 ORE) E SCAVALCO DI ECCEDENZA (6 ORE) DEL DIPENDENTE ISTRUTTORE DIRETTIVO DI VIGILANZA, DOTT. FRANCESCO TAVASSO IN FORZA AL COMUNE DI BAIANO. PROVVEDIMENTI. Nominativo Ruolo Presente Assente Da remoto BIANCARDI VINCENZO SINDACO Presente ALAIA ANNA VICESINDACO Presente BIANCARDI LUIGI ASSESSORE Presente BIANCARDI GIOVANNI ASSESSORE Presente CERBONE SANTINA ASSESSORE Presente Tot. 5 Tot. 0 COPIA Piazza Municipio n. 1, C.A.P: 83021 - Avella (AV); P. IVA 00248800641; Tel/Fax 081.8259343; PEC: comune.avella@cert.irpinianet.eu; http://www.comune.avella.av.it.",,,,0.0,,,,True,True,
Delibera_11__5417_AttestazionePubblicazione,AttestazionePubblicazione,Regolamenti,,LETTURA E APPROVAZIONE DEI VERBALI DELLA SEDUTA PRECEDENTE DI CONSIGLIO COMUNALE DEL 03.03.2026.,11.0,24/03/2026,,0.0,,,,False,False,
Delibera_11__5417_Comunicazione_Consigliera_dott-ssa_uso,Delibera,Personale,,"Comunicazione La sottoscritta, D.ssa Antonia Caruso, consigliera di codesto Comune, comunica in data odierna e in sede di Consiglio Comunale sua uscita dalla maggioranza. Nel particolare espone le motivazioni in seguito: Nel tempo sono emerse divergenze sempre pit profonde, non soltanto su singoli provvedimenti, ma sul metodo, sul rispetto dei ruoli e sulla visione politica complessiva. A queste sié purtroppo aggiunta, in pit occasioni, una mancanza di rispetto nei confronti della mia figura istituzionale e personale, che non posso né ignorare né accettare. Forse questa scelta avrei dovuto compierla prima. Ne sono consapevole. Tuttavia, il senso di responsabilita, la coerenza e l’educazione che mi contraddistinguono mi hanno portato a rimanere, nella convinzione che il dialogo e il confronto potessero ancora rappresentare una strada percorribile. Ho scelto di non alimentare tensioni, di rispettare il lavoro comune e di onorare fino in fondo Pimpegno assunto. Oggi, pero, ritengo che non vi siano pid le condizioni per proseguire questo percorso. Quando viene meno il rispetto, viene meno anche quella base imprescindibile su cui costruire qualsiasi collaborazione politica seria e credibile. Comunico inoltre che, a seguito di questa decisione, formalmente costituird un gruppo indipendente collocandomi al di fuori della maggioranza, nel pieno rispetto delle prerogative democratiche e regolamentari. Colgo inoltre questa occasione per porre una questione che riguarda il pieno eserciz...",,,,0.0,,,,False,False,
Delibera_11__5417_DeliberadiConsiglio_Copia_11_2026,Delibera,Regolamenti,,"LETTURA E APPROVAZIONE DEI VERBALI DELLA SEDUTA PRECEDENTE DI CONSIGLIO COMUNALE DEL 03.03.2026. Nominativo Ruolo Presente Assente Da remoto BIANCARDI VINCENZO SINDACO Presente ALAIA ANNA VICE SINDACO Presente BIANCARDI DOMENICO CONSIGLIERE Presente BIANCARDI GIOVANNI CONSIGLIERE Presente CARUSO ANTONIA CONSIGLIERE Presente BIANCARDI LUIGI CONSIGLIERE Presente LONGOBARDI NICOLETTA PRESIDENTE DEL CONSIGLIO Presente CERBONE SANTINA CONSIGLIERE Presente D'AVANZO MARIA ROSARIA CONSIGLIERE Presente CACACE CHIARA CONSIGLIERE Presente MAIETTA FATIMA CONSIGLIERE Presente X Pellegrino Vittoria CONSIGLIERE Presente SALAPETE MICHELE CONSIGLIERE Assente Tot. 12 Tot. 1 COPIA Piazza Municipio n. 1, C.A.P: 83021 - Avella (AV); P. IVA 00248800641; Tel/Fax 081.8259343; PEC: comune.avella@cert.irpinianet.eu; http://www.comune.avella.av.it. OGGETTO: LETTURA E APPROVAZIONE DEI VERBALI DELLA SEDUTA PRECEDENTE DI CONSIGLIO COMUNALE Il Presidente procede ad esaminare la proposta al 1° punto all’ordine del giorno ad oggetto: “Approvazione Verbali della seduta precedente del 03.03.2026 dal nr. 1/2026 al nr. 10/2026”; Il Presidente, procede: di seguito dà lettura dell’oggetto dei Verbali della seduta precedente dal nr. 1/2026 al nr. 10/2026”; lascia la parola ai Signori Consiglieri per gli eventuali interventi e/o ai Capigruppo per le eventuali Dichiarazioni di Voto;",,,,0.0,,,,False,False,
Delibera_123__4976_AttestazionePubblicazione,AttestazionePubblicazione,Pubblicazione e Trasparenza,,Adeguamento strutturale e tecnologico per la realizzazione della biblioteca Comunale nel Convento dei Frati Minori. - II Lotto. Rettifica,146.0,09/12/2025,,0.0,,J23G23000020004,,False,False,
Delibera_123__4976_DeliberadiGiunta_Copia_146_2025,Delibera,Servizi Sociali,,Adeguamento strutturale e tecnologico per la realizzazione della biblioteca Comunale nel Convento dei Frati Minori. - II Lotto. Rettifica,123.0,02/10/2025,,0.0,,J23G23000020004,,True,True,
Delibera_134__4951_AttestazionePubblicazione,AttestazionePubblicazione,Pubblicazione e Trasparenza,,"Art. 175, comma 4, del D. Lgs. 267/2000",38.0,02/12/2025,,0.0,,,,False,False,
Delibera_134__4951_DeliberadiConsiglio_Copia_38_2025,Delibera,Regolamenti,,"Art. 175, comma 4, del D. Lgs. 267/2000",134.0,31/10/2025,,0.0,,,,True,True,
Delibera_134__4951_DeliberadiGiunta_Copia_134_2025,Delibera,Servizi Sociali,Variazione di Bilancio,"Variazione di bilancio 2025/2027 ai sensi dell'art. 175, comma 4, del D.lgs. n. 267/2000. Nominativo Ruolo Presente Assente Da remoto BIANCARDI VINCENZO SINDACO Presente ALAIA ANNA VICESINDACO Presente BIANCARDI LUIGI ASSESSORE Presente BIANCARDI GIOVANNI ASSESSORE Presente CERBONE SANTINA ASSESSORE Presente Tot. 5 Tot. 0 COPIA Piazza Municipio n. 1, C.A.P: 83021 - Avella (AV); P. IVA 00248800641; Tel/Fax 081.8259343; PEC: comune.avella@cert.irpinianet.eu; http://www.comune.avella.av.it. 1. Di approvare la variazione, ai sensi dall’art.175, comma 4, del D.Lgs. n. 267/2000, le cui risultanze sono riportate nel prospetto “Allegato 8/1” parte integrante e sostanziale della presente proposta; 2. Di provvedere, ai sensi dell’art. 175, comma 4, del D.Lgs. n. 267/2000, a sottoporre alla ratifica del Consiglio Comunale il presente deliberato entro sessanta giorni dalla sua adozione; COPIA Piazza Municipio n. 1, C.A.P: 83021 - Avella (AV); P. IVA 00248800641; Tel/Fax 081.8259343; PEC: comune.avella@cert.irpinianet.eu; http://www.comune.avella.av.it. PROPOSTA DI DELIBERAZIONE DELLA GIUNTA COMUNALE OGGETTO: Variazione di bilancio 2025/2027 ai sensi dell'art. 175, comma 4, del D.Lgs. 267/2000 Vista la",248.0,24/09/2025,8326621.32,8326621.32,,,,True,False,
Delibera_134__4951_Stampa_allegato_8_1_2025_296081,Delibera,Contabilità,,,,,,0.0,,,,False,False,
Delibera_148__5032_AttestazionePubblicazione,AttestazionePubblicazione,Pubblicazione e Trasparenza,,Adesione del Comune di Avella alla campagna nazionale contro la violenza sulle donne “Mai più bandiera bianca” promossa da ANCI e dal Dipartimento per le Pari Opportunità. Adozione del kit di comunicazione istituzionale..,148.0,22/12/2025,,0.0,,,,False,False,
Delibera_148__5032_DeliberadiGiunta_Copia_148_2025,Delibera,Servizi Sociali,,"Adesione del Comune di Avella alla campagna nazionale contro la violenza sulle donne “Mai più bandiera bianca” promossa da ANCI e dal Dipartimento per le Pari Opportunità. Adozione del kit di comunicazione istituzionale.. Nominativo Ruolo Presente Assente Da remoto BIANCARDI VINCENZO SINDACO Presente ALAIA ANNA VICESINDACO Presente BIANCARDI LUIGI ASSESSORE Presente BIANCARDI GIOVANNI ASSESSORE Presente CERBONE SANTINA ASSESSORE Presente Tot. 5 Tot. 0 COPIA Piazza Municipio n. 1, C.A.P: 83021 - Avella (AV); P. IVA 00248800641; Tel/Fax 081.8259343; PEC: comune.avella@cert.irpinianet.eu; http://www.comune.avella.av.it.",,,,0.0,,,,False,False,
Delibera_149__5081_AttestazionePubblicazione,AttestazionePubblicazione,Regolamenti,,APPROVAZIONE “PIANO TRIENNALE PER L’INFORMATICA NELLA PUBBLICA AMMINISTRAZIONE - EDIZIONE 2024-2026” - Aggiornamento 2026.,149.0,22/12/2025,,0.0,,,,False,False,
Delibera_149__5081_DeliberadiGiunta_Copia_149_2025,Delibera,Regolamenti,,"APPROVAZIONE “PIANO TRIENNALE PER L’INFORMATICA NELLA PUBBLICA AMMINISTRAZIONE - EDIZIONE 2024-2026” - Aggiornamento 2026. Nominativo Ruolo Presente Assente Da remoto BIANCARDI VINCENZO SINDACO Presente ALAIA ANNA VICESINDACO Presente BIANCARDI LUIGI ASSESSORE Presente BIANCARDI GIOVANNI ASSESSORE Presente CERBONE SANTINA ASSESSORE Presente Tot. 5 Tot. 0 COPIA Piazza Municipio n. 1, C.A.P: 83021 - Avella (AV); P. IVA 00248800641; Tel/Fax 081.8259343; PEC: comune.avella@cert.irpinianet.eu; http://www.comune.avella.av.it.",,,,0.0,,,,False,False,
Delibera_149__5081_Piano_Triennale_Informatica_-_aggioleto,Delibera,Lavori Pubblici,Liquidazione,"la descrizione dell’azione da compiere o della richiesta specifica indicata da AGID/MiD Periodo / Periodo di riferimento: la data ufficiale di partenza o di fine (scadenza) del progetto/attività descritta del campo oggetto. Descrizione / Azione dell’Ente: campo descrittivo che indica come l’ente ha raggiunto, sta raggiungendo o raggiungerà l’obiettivo. Tempi/Tempistiche di realizzazione e deadline: Contiene la programmazione dell’ente rispetto la linea d’azione specificata. Budget previsto e budget speso: Il budget che l'ente aveva previsto per l'attività e quello realmente speso (facoltativo). Capitoli di spesa: i riferimenti specifici di bilancio dove i budget sono stati collocati (facoltativi). Percentuale di completamento/avanzamento: è la percentuale di avanzamento della specifica azione rispetto alle scadenze o alla pianificazione dell'ente (facoltativa). Strutture responsabili e attori coinvolte / Responsabilità: Eventuali strutture interne o esterne coinvolte nel completamento della linea d'azione 35 Legenda dei simboli sulle linee d'azione dell'ente. Ogni linea d'azione può essere catalogata secondo il seguente schema: Linea d’azione completata Linea d’azione avviata Linea d’azione programmata Linea d’azione da valutare Linea d’azione non completata 36 PARTE PRIMA - Componenti strategiche per la trasformazione digitale Descrizione PARTE PRIMA Componenti strategiche per la trasformazione digitale: è articolata in 2 capitoli che descrivono le leve strategiche su cui in...",20.0,29/09/2022,121992.0,366324.1,,,,True,False,
